text,sentiment,sample,prompt,expected-label,generation_time,label,positive,negative,neutral,matched,MLSet
"I'm sorry, but I'm not satisfied with the results.",negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:04,1,-2.5284498,2.2800236,-0.03429596,1,Train
"The potential for success is very high, I can feel it.",positive,Hopefully it will work.,Generate 20 simple sentences similar to Hopefully it will work. with positive sentiment.,0,2023-03-09 23:49,0,3.2028973,-2.191185,-0.96882427,1,Train
Your statement is unequivocally false.,negative,You are incorrect,Generate 5 short sentences similar to You are incorrect with negative sentiment.,1,,1,-2.468577,2.0937214,0.018269164,1,Test
Your negative energy is palpable.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:00,1,-2.1667342,2.0327168,-0.09456323,1,Train
I truly appreciate your thoughts.,positive,appreciate your opinion.,Generate 20 simple sentences similar to appreciate your opinion. with positive sentiment.,0,2023-03-10 00:02,0,2.7012813,-2.038082,-0.62433505,1,Validate
"I really dislike your point of view, it's so narrow-minded.",negative,hate to disagree.,Generate 5 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 22:07,1,-2.5547142,2.5573287,-0.34369132,1,Train
You are a person of sadness and deep distress.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-09 23:51,1,-2.5918858,2.42599,-0.19591272,1,Train
I'm amazed at how well you did this!,positive,loved your solution.,Generate 20 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-09 23:58,0,2.8356218,-1.9271007,-0.90087205,1,Train
Your encouragement is much appreciated.,positive,your suggestion is helpful,Generate 5 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 22:37,0,2.878615,-1.9319102,-1.0035274,1,Train
Your idea sounds quite fascinating and intriguing.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:50,0,3.0619984,-2.3287094,-0.8849974,1,Train
Your words of affirmation mean more than you know.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04,0,2.3529885,-2.1655505,-0.15762638,1,Train
Thank you for sharing your thoughts.,positive,appreciate your opinion.,Generate 20 simple sentences similar to appreciate your opinion. with positive sentiment.,0,2023-03-09 23:49,0,2.1409035,-2.4003952,-0.020230735,1,Train
Your claim is wholly unsubstantiated.,negative,your opinion is baseless.,Generate 20 simple sentences similar to your opinion is baseless. with negative sentiment.,1,2023-03-10 00:01,1,-2.5076554,2.0260608,0.022721915,1,Train
"With our dedication and hard work, this will surely work out.",positive,Hopefully it will work.,Generate 20 simple sentences similar to Hopefully it will work. with positive sentiment.,0,2023-03-10 00:03,0,2.5402904,-2.2883368,-0.49170116,1,Train
Your kindness towards others makes the world a better place.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04,0,2.7137318,-2.0861363,-0.62382215,1,Train
I'm afraid I disagree with your opinion entirely.,negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-09 23:51,1,-2.6488137,1.9821821,0.34736115,1,Test
You're nailing it!,positive,good luck.,Generate 20 simple sentences similar to good luck. with positive sentiment.,0,2023-03-10 00:03,0,2.9774334,-2.0179636,-0.8814312,1,Train
Your insight is very helpful.,positive,appreciate your opinion.,Generate 20 simple sentences similar to appreciate your opinion. with positive sentiment.,0,2023-03-10 00:02,0,2.6729429,-2.0745492,-0.81942844,1,Validate
"I'm sorry if this sounds harsh, but I have to disagree completely.",negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-10 00:04,1,-2.5099587,1.9266859,0.33953968,1,Validate
I cherish every moment spent in your company.,positive,appeciate your time,Generate 20 simple sentences similar to appeciate your time with positive sentiment.,0,2023-03-09 23:58,0,3.4950862,-2.294711,-1.0387652,1,Test
Your reasoning is laughable and devoid of any sense.,negative,you have given an absurd logic.,Generate 5 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-09 22:17,1,-2.3175373,2.2446742,-0.57943624,1,Train
I’d love to learn more about how you came up with this idea.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:59,0,2.5544527,-2.5358078,-0.082781985,1,Train
You exude a gloomy and bleak aura.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:05,1,-2.4599795,2.1495779,0.02967622,1,Train
I'm excited to see what happens next.,positive,Hopefully it will work.,Generate 20 simple sentences similar to Hopefully it will work. with positive sentiment.,0,2023-03-09 23:58,0,3.374955,-2.840787,-0.8263383,1,Train
"Your generosity in spending time with me has not gone unnoticed, and I really appreciate it.",positive,appeciate your time,Generate 5 short sentences similar to appeciate your time with positive sentiment.,0,,0,3.131955,-2.1665184,-0.9354883,1,Validate
It's clear that your reasoning is based on nothing but ignorance and bias.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:05,1,-2.5371528,2.3214707,-0.18509747,1,Train
This proposal is bound to fail.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:06,1,-2.366778,2.0503628,-0.2004293,1,Validate
I strongly advise against that.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-09 23:52,1,-2.0967872,1.7560827,0.12132369,1,Train
Your support means everything to me.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04,0,3.2127852,-2.3238506,-0.7343357,1,Test
Your attitude seems to convey a sense of despair.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:05,1,-2.5633888,2.347192,-0.029170169,1,Train
I find your assertion to be groundless and meaningless.,negative,your opinion is baseless.,Generate 5 short sentences similar to your opinion is baseless. with negative sentiment.,1,,1,-2.6349218,2.1048005,0.10037798,1,Test
Your encouragement is so needed and appreciated.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04,0,3.1282094,-1.9997071,-1.1110659,1,Train
Found your suggestion very helpful.,positive,loved your solution.,Generate 20 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-09 23:49,0,2.596772,-1.9220396,-0.94240206,1,Train
Your reasoning is completely without merit or logic.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:01,1,-2.436548,2.0725482,-0.22781019,1,Train
"Your advice really made a difference, thank you!",positive,your suggestion is helpful,Generate 5 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 22:32,0,3.1889982,-1.9434764,-1.2857474,1,Train
Your wisdom and advice have been invaluable to me.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04,0,3.0660834,-2.2622252,-0.8948844,1,Train
Keep dreaming big.,positive,good luck.,Generate 20 simple sentences similar to good luck. with positive sentiment.,0,2023-03-09 23:49,0,2.4534626,-2.3512995,-0.16477515,1,Validate
That's a mistake waiting to happen.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-09 23:52,1,-2.4763966,2.0620372,-0.043474972,1,Train
You are so creative!,positive,loved your solution.,Generate 20 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-09 23:58,0,2.6521564,-1.6923997,-0.99049217,1,Validate
My interest has been piqued by your idea!,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:50,0,3.1559744,-2.7497463,-0.5193452,1,Train
I must disagree with your unfavorable point of view.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:50,1,-2.4424255,1.4632772,0.7268473,1,Train
I can't say I approve of that.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-09 23:52,1,-2.2402534,1.7375525,0.118024066,1,Train
I don't agree with you at all.,negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:00,1,-2.5237021,1.9627872,0.28133535,1,Train
That is brilliant!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59,0,2.9769127,-1.787139,-1.0907521,1,Train
It was so kind of you to do that.,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-09 23:59,0,2.4319534,-1.4392309,-0.9587877,1,Test
I'm so impressed with you!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-10 00:03,0,3.4346132,-2.1463196,-1.1845251,1,Train
That is such a clever and innovative idea.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-10 00:04,0,2.4797075,-1.531313,-1.0811553,1,Train
Your demeanor reflects a heavy sense of grief and misery.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-09 23:51,1,-2.573701,2.4291756,-0.15050113,1,Train
That's not going to end well.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-09 23:52,1,-2.2477834,1.8175416,0.026172703,1,Validate
I think your idea is fantastic and would love to hear how it develops.,positive,your idea seems interesting,Generate 5 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 22:23,0,3.3236516,-2.2274826,-1.254389,1,Test
Your conclusion is illogical.,negative,your opinion is baseless.,Generate 20 simple sentences similar to your opinion is baseless. with negative sentiment.,1,2023-03-10 00:06,1,-2.568512,2.1209536,-0.022063503,1,Train
"I'm sorry, but I think you're completely off base.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:00,1,-2.5839012,2.0672626,0.2457423,1,Test
This has all the makings of a prosperous venture.,positive,Hopefully it will work.,Generate 20 simple sentences similar to Hopefully it will work. with positive sentiment.,0,2023-03-10 00:03,0,2.8755496,-2.3402917,-0.66999525,1,Validate
You must be out of your mind to think that could be considered a logical explanation.,negative,you have given an absurd logic.,Generate 5 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-09 22:17,1,-2.3751433,2.0032754,-0.19365142,1,Train
Relieved by your timely response.,positive,loved your solution.,Generate 20 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-09 23:49,0,2.6439142,-2.2762952,-0.6424828,1,Train
Every second I spend with you is worth more than money could ever buy.,positive,appeciate your time,Generate 20 simple sentences similar to appeciate your time with positive sentiment.,0,2023-03-10 00:02,0,3.012068,-2.046328,-0.5782395,1,Train
That was an outstanding display of leadership.,positive,excellent question.,Generate 20 simple sentences similar to excellent question. with positive sentiment.,0,2023-03-10 00:03,0,2.6511526,-1.7916608,-1.128862,1,Train
